S/N,STATE,SENATORIAL ZONE,LGA,WARD,PU,DELIMITATION
299,PLATEAU,CENTRAL,BOKKOS,Butura,NGASHI,31/03/02/010
300,PLATEAU,CENTRAL,BOKKOS,Butura,MABEL,31/03/02/011
301,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, DAFFO",31/03/03/001
302,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, GANDA",31/03/03/002
303,PLATEAU,CENTRAL,BOKKOS,Daffo,DISPENSARY GORO,31/03/03/003
304,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, MAIDUNA",31/03/03/004
305,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, MAIDUNA",31/03/03/005
306,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, JOSHO",31/03/03/006
307,PLATEAU,CENTRAL,BOKKOS,Daffo,OLD TOWN,31/03/03/007
308,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, HOTTOM",31/03/03/008
309,PLATEAU,CENTRAL,BOKKOS,Daffo,SABON BARKI,31/03/03/009
310,PLATEAU,CENTRAL,BOKKOS,Daffo,"PRIM. SCHOOL, DAFFO",31/03/03/010
311,PLATEAU,CENTRAL,BOKKOS,Damwai,"PRIM. SCHOOL, KAMWAI",31/03/04/001
312,PLATEAU,CENTRAL,BOKKOS,Damwai,"PRIM. SCHOOL, AMBAN",31/03/04/002
313,PLATEAU,CENTRAL,BOKKOS,Damwai,"PRIM. SCHOOL, DIMAK (WANZE)",31/03/04/003
314,PLATEAU,CENTRAL,BOKKOS,Damwai,KAMWAL,31/03/04/004
315,PLATEAU,CENTRAL,BOKKOS,Damwai,KANGIL,31/03/04/005
316,PLATEAU,CENTRAL,BOKKOS,Damwai,PRY SCH TUKEY(WANZE),31/03/04/006
317,PLATEAU,CENTRAL,BOKKOS,Damwai,"PRIM. SCHOOL, AMBAN",31/03/04/007
318,PLATEAU,CENTRAL,BOKKOS,Kwatas,SAF FOROF,31/03/05/001
319,PLATEAU,CENTRAL,BOKKOS,Kwatas,MARISH,31/03/05/002
320,PLATEAU,CENTRAL,BOKKOS,Kwatas,"PRIM. SCHOOL, KWATAS",31/03/05/003
321,PLATEAU,CENTRAL,BOKKOS,Kwatas,"PRIM. SCHOOL, MBWELE",31/03/05/004
322,PLATEAU,CENTRAL,BOKKOS,Kwatas,"PRIM. SCHOOL, SABON BARKI",31/03/05/005
323,PLATEAU,CENTRAL,BOKKOS,Kwatas,"PRIM. SCHOOL, WUMAT",31/03/05/006
324,PLATEAU,CENTRAL,BOKKOS,Kwatas,TARANGOL,31/03/05/007
325,PLATEAU,CENTRAL,BOKKOS,Kwatas,GAMAJIGO,31/03/05/008
326,PLATEAU,CENTRAL,BOKKOS,Kwatas,SABON BARKI,31/03/05/009
327,PLATEAU,CENTRAL,BOKKOS,Kwatas,CHENGET,31/03/05/010
328,PLATEAU,CENTRAL,BOKKOS,Mangor,"PRIM. SCHOOL, GAWARZA",31/03/06/001
329,PLATEAU,CENTRAL,BOKKOS,Mangor,UNG. SARKI,31/03/06/002
330,PLATEAU,CENTRAL,BOKKOS,Mangor,RAMTISHO,31/03/06/003
331,PLATEAU,CENTRAL,BOKKOS,Mangor,CIRANG,31/03/06/004
332,PLATEAU,CENTRAL,BOKKOS,Mangor,"PRIM. SCHOOL, MANGOR",31/03/06/005
333,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, MAGI",31/03/07/001
334,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, MBAR",31/03/07/002
335,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, YALWA NONO",31/03/07/003
336,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, GADA BIYU",31/03/07/004
337,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,PRY SCH MANGAR  I,31/03/07/005
338,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,PRY SCH MANGAR  II,31/03/07/006
339,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,KUNDAR,31/03/07/007
340,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, HOROM",31/03/07/008
341,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,MOKOTONG,31/03/07/009
342,PLATEAU,CENTRAL,BOKKOS,Mbar/Mangar,"PRIM. SCHOOL, MBAR",31/03/07/010
343,PLATEAU,CENTRAL,BOKKOS,Manguna,"PRIM. SCHOOL, MANGUNA",31/03/08/001
344,PLATEAU,CENTRAL,BOKKOS,Manguna,TADDAI,31/03/08/002
345,PLATEAU,CENTRAL,BOKKOS,Manguna,"PRIM. SCHOOL, HURTI",31/03/08/003
346,PLATEAU,CENTRAL,BOKKOS,Manguna,"PRIM. SCHOOL, KARFA",31/03/08/004
347,PLATEAU,CENTRAL,BOKKOS,Manguna,DISHAU,31/03/08/005
348,PLATEAU,CENTRAL,BOKKOS,Manguna,PRY SCH GWANDE  I,31/03/08/006
349,PLATEAU,CENTRAL,BOKKOS,Manguna,PRY SCH GWANDE  II,31/03/08/007
350,PLATEAU,CENTRAL,BOKKOS,Manguna,MAHURUMBADE,31/03/08/008
351,PLATEAU,CENTRAL,BOKKOS,Manguna,MAHURUM,31/03/08/009
352,PLATEAU,CENTRAL,BOKKOS,Manguna,TAGGAI,31/03/08/010
353,PLATEAU,CENTRAL,BOKKOS,Manguna,"PRIM. SCHOOL, HURTI",31/03/08/011
354,PLATEAU,CENTRAL,BOKKOS,Mushere central,PRY SCH MUSHERE  I,31/03/09/001
355,PLATEAU,CENTRAL,BOKKOS,Mushere central,"PRI. SCHOOL, KAWEL",31/03/09/002
356,PLATEAU,CENTRAL,BOKKOS,Mushere central,KOPDIL,31/03/09/003
357,PLATEAU,CENTRAL,BOKKOS,Mushere central,ROM,31/03/09/004
358,PLATEAU,CENTRAL,BOKKOS,Mushere central,KANGER,31/03/09/005
359,PLATEAU,CENTRAL,BOKKOS,Mushere central,HOKK,31/03/09/006
360,PLATEAU,CENTRAL,BOKKOS,Mushere central,GARAH,31/03/09/007
361,PLATEAU,CENTRAL,BOKKOS,Mushere central,SAT,31/03/09/008
362,PLATEAU,CENTRAL,BOKKOS,Mushere central,SUWA,31/03/09/009
363,PLATEAU,CENTRAL,BOKKOS,Mushere central,PRY SCH MUSHERE  II,31/03/09/010
364,PLATEAU,CENTRAL,BOKKOS,Mushere central,"PRIM. SCHOOL, KAWEL",31/03/09/011
365,PLATEAU,CENTRAL,BOKKOS,Mushere west,"PRIM. SCHOOL, HOROP",31/03/10/001
366,PLATEAU,CENTRAL,BOKKOS,Mushere west,"PRIM. SHOOL, KOPMUR",31/03/10/002
367,PLATEAU,CENTRAL,BOKKOS,Mushere west,MBOR  I,31/03/10/003
368,PLATEAU,CENTRAL,BOKKOS,Mushere west,MBOR  II,31/03/10/004
369,PLATEAU,CENTRAL,BOKKOS,Mushere west,"PRIM. SCHOL, KABAN",31/03/10/005
370,PLATEAU,CENTRAL,BOKKOS,Mushere west,KADIM KASSA,31/03/10/006
371,PLATEAU,CENTRAL,BOKKOS,Mushere west,"PRIMARY SCHOOL, MARGIF",31/03/10/007
372,PLATEAU,CENTRAL,BOKKOS,Mushere west,NVALA KADIM,31/03/10/008
373,PLATEAU,CENTRAL,BOKKOS,Mushere west,"PRIM. SCHOOL, HOROP",31/03/10/009
374,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIM. SCHOOL, RICHA",31/03/11/001
375,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIM. SCHOOL, DIGOT",31/03/11/002
376,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIMARY SCHOOL, MAIDUNA",31/03/11/003
377,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIM. SCHOOL, BARKUL",31/03/11/004
378,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIM. SCHOOL, MABOH",31/03/11/005
379,PLATEAU,CENTRAL,BOKKOS,Richa,MARIN RICHA,31/03/11/006
380,PLATEAU,CENTRAL,BOKKOS,Richa,"PRIM. SCOOL, RICHA",31/03/11/007
381,PLATEAU,CENTRAL,BOKKOS,Sha,"PRIM. SCHOOL, SHA",31/03/12/001
382,PLATEAU,CENTRAL,BOKKOS,Sha,"PRY. SCHOOL, MUNDAT",31/03/12/002
383,PLATEAU,CENTRAL,BOKKOS,Sha,WULLAM,31/03/12/003
384,PLATEAU,CENTRAL,BOKKOS,Sha,MASTAKUKU,31/03/12/004
385,PLATEAU,CENTRAL,BOKKOS,Sha,"PRY. SCHOOL, SHA",31/03/12/005
386,PLATEAU,CENTRAL,BOKKOS,Tangur,"PRY. SCHOOL, TANGUR",31/03/13/001
387,PLATEAU,CENTRAL,BOKKOS,Tangur,"PRY. SCHOOL, MANDUK",31/03/13/002
388,PLATEAU,CENTRAL,BOKKOS,Tangur,PRY SCH PYAKMALU  I,31/03/13/003
389,PLATEAU,CENTRAL,BOKKOS,Tangur,PRY SCH PYAKMALU  II,31/03/13/004
390,PLATEAU,CENTRAL,BOKKOS,Tangur,"PRY. SCHOOL, MUSHU",31/03/13/005
391,PLATEAU,CENTRAL,BOKKOS,Tangur,NDUN,31/03/13/006
392,PLATEAU,CENTRAL,BOKKOS,Tangur,MPER,31/03/13/007
393,PLATEAU,CENTRAL,BOKKOS,Tangur,"PRY. SCHOOL, MANDUNG",31/03/13/008
394,PLATEAU,CENTRAL,BOKKOS,Tangur,"PRY. SCHOOL, TANGUR",31/03/13/009
395,PLATEAU,CENTRAL,BOKKOS,Toff,TOFF TABUI,31/03/14/001
396,PLATEAU,CENTRAL,BOKKOS,Toff,"PRY. SCHOOL, KWARKA",31/03/14/002
397,PLATEAU,CENTRAL,BOKKOS,Toff,"PRY. SCHOOL, PASSAKAI",31/03/14/003
398,PLATEAU,CENTRAL,BOKKOS,Toff,TAMOSO  I,31/03/14/004
399,PLATEAU,CENTRAL,BOKKOS,Toff,TAMOSO  II,31/03/14/005
400,PLATEAU,CENTRAL,BOKKOS,Toff,"PRY. SCHOOL, AMBUL",31/03/14/006
401,PLATEAU,CENTRAL,BOKKOS,Toff,SIKEN,31/03/14/007
402,PLATEAU,CENTRAL,BOKKOS,Toff,KUNDUK,31/03/14/008
403,PLATEAU,CENTRAL,BOKKOS,Toff,TOFF TABUI,31/03/14/009
404,PLATEAU,NORTHERN,JOS EAST,Federe,FEDERE/CLINIC,31/04/01/001
405,PLATEAU,NORTHERN,JOS EAST,Federe,FEDERE / MARKET,31/04/01/002
406,PLATEAU,NORTHERN,JOS EAST,Federe,KEBEN,31/04/01/003
407,PLATEAU,NORTHERN,JOS EAST,Federe,FEBAS/D/KURMI,31/04/01/004
408,PLATEAU,NORTHERN,JOS EAST,Federe,NABAR,31/04/01/005
409,PLATEAU,NORTHERN,JOS EAST,Federe,KUDEDU,31/04/01/006
410,PLATEAU,NORTHERN,JOS EAST,Fobur a,FADAN FOBUR,31/04/02/001
411,PLATEAU,NORTHERN,JOS EAST,Fobur a,FOBUR EKAN,31/04/02/002
412,PLATEAU,NORTHERN,JOS EAST,Fobur a,FADAN DABO,31/04/02/003
413,PLATEAU,NORTHERN,JOS EAST,Fobur a,HARDO ADAMU,31/04/02/004
414,PLATEAU,NORTHERN,JOS EAST,Fobur a,BODA,31/04/02/005
415,PLATEAU,NORTHERN,JOS EAST,Fobur a,NEW FOBUR/PRIMARY SC HOOL,31/04/02/006
416,PLATEAU,NORTHERN,JOS EAST,Fobur a,NEW FOBUR/P.H.C,31/04/02/007
417,PLATEAU,NORTHERN,JOS EAST,Fobur a,FURAKA,31/04/02/008
418,PLATEAU,NORTHERN,JOS EAST,Fobur a,FARIN YASHI,31/04/02/009
419,PLATEAU,NORTHERN,JOS EAST,Fobur a,WADA FARIN YASHI,31/04/02/010
420,PLATEAU,NORTHERN,JOS EAST,Fobur a,AFOZI,31/04/02/011
421,PLATEAU,NORTHERN,JOS EAST,Fobur a,KUNYITSER,31/04/02/012
422,PLATEAU,NORTHERN,JOS EAST,Fobur a,FEGOM,31/04/02/013
423,PLATEAU,NORTHERN,JOS EAST,Fobur a,NUKES,31/04/02/014
424,PLATEAU,NORTHERN,JOS EAST,Fobur b,KWANGA,31/04/03/001
425,PLATEAU,NORTHERN,JOS EAST,Fobur b,ZARAZON,31/04/03/002
426,PLATEAU,NORTHERN,JOS EAST,Fobur b,LAMINGA,31/04/03/003
427,PLATEAU,NORTHERN,JOS EAST,Fobur b,SABON GARI,31/04/03/004
428,PLATEAU,NORTHERN,JOS EAST,Fobur b,RIZEK/PRY. SCHOOL,31/04/03/005
429,PLATEAU,NORTHERN,JOS EAST,Fobur b,RIZEK PHC,31/04/03/006
430,PLATEAU,NORTHERN,JOS EAST,Fobur b,NABATONG,31/04/03/007
431,PLATEAU,NORTHERN,JOS EAST,Fobur b,KERKER,31/04/03/008
432,PLATEAU,NORTHERN,JOS EAST,Fobur b,KURON,31/04/03/009
433,PLATEAU,NORTHERN,JOS EAST,Fobur b,IWARZE,31/04/03/010
434,PLATEAU,NORTHERN,JOS EAST,Fobur b,KANU RIBAKOK,31/04/03/011
435,PLATEAU,NORTHERN,JOS EAST,Fobur b,ZOTT SABO,31/04/03/012
436,PLATEAU,NORTHERN,JOS EAST,Fursum,NATON FUSA,31/04/04/001
437,PLATEAU,NORTHERN,JOS EAST,Fursum,FUSA JARAWA,31/04/04/002
438,PLATEAU,NORTHERN,JOS EAST,Fursum,FADAN FURSUM,31/04/04/003
439,PLATEAU,NORTHERN,JOS EAST,Fursum,GORA,31/04/04/004
440,PLATEAU,NORTHERN,JOS EAST,Fursum,MAI IDON TARO,31/04/04/005
441,PLATEAU,NORTHERN,JOS EAST,Fursum,FEWIT,31/04/04/006
442,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,GURGU VILLAGE,31/04/05/001
443,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,ANGWARE (PHC),31/04/05/002
444,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,SARADANG,31/04/05/003
445,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,LAMINGEL,31/04/05/004
446,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,NUKU/FADAN DABO,31/04/05/005
447,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,ZANGAM,31/04/05/006
448,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,NASHANING,31/04/05/007
449,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,TUDUN BORO,31/04/05/008
450,PLATEAU,NORTHERN,JOS EAST,Jarawan kogi,LANGE-LANGE,31/04/05/009
451,PLATEAU,NORTHERN,JOS EAST,Mai gemu,GADA VILLAGE,31/04/06/001
452,PLATEAU,NORTHERN,JOS EAST,Mai gemu,GADA PRIM. SCHOOL,31/04/06/002
453,PLATEAU,NORTHERN,JOS EAST,Mai gemu,DUGUZA,31/04/06/003
454,PLATEAU,NORTHERN,JOS EAST,Mai gemu,MAIGEMU,31/04/06/004
455,PLATEAU,NORTHERN,JOS EAST,Mai gemu,GODONG,31/04/06/005
456,PLATEAU,NORTHERN,JOS EAST,Mai gemu,DANCHE,31/04/06/006
457,PLATEAU,NORTHERN,JOS EAST,Mai gemu,KAYARDA,31/04/06/007
458,PLATEAU,NORTHERN,JOS EAST,Mai gemu,GWASHINA,31/04/06/008
459,PLATEAU,NORTHERN,JOS EAST,Maijuju,NITSENG,31/04/07/001
460,PLATEAU,NORTHERN,JOS EAST,Maijuju,TERE,31/04/07/002
461,PLATEAU,NORTHERN,JOS EAST,Maijuju,NIJI,31/04/07/003
462,PLATEAU,NORTHERN,JOS EAST,Maijuju,DOSS,31/04/07/004
463,PLATEAU,NORTHERN,JOS EAST,Maijuju,MAIJUJU,31/04/07/005
464,PLATEAU,NORTHERN,JOS EAST,Maijuju,FILIBOT,31/04/07/006
465,PLATEAU,NORTHERN,JOS EAST,Maijuju,ANG ROGO (NITSAAP),31/04/07/007
466,PLATEAU,NORTHERN,JOS EAST,Shere east,ZAKIM,31/04/08/001
467,PLATEAU,NORTHERN,JOS EAST,Shere east,FEZUMUNG,31/04/08/002
468,PLATEAU,NORTHERN,JOS EAST,Shere east,DAYONG,31/04/08/003
469,PLATEAU,NORTHERN,JOS EAST,Shere east,SHERE ISHA,31/04/08/004
470,PLATEAU,NORTHERN,JOS EAST,Shere east,FULANI,31/04/08/005
471,PLATEAU,NORTHERN,JOS EAST,Shere east,SHERE DABO,31/04/08/006
472,PLATEAU,NORTHERN,JOS EAST,Shere east,RABIN SHERE,31/04/08/007
473,PLATEAU,NORTHERN,JOS EAST,Shere east,KASHIDUNG,31/04/08/008
474,PLATEAU,NORTHERN,JOS EAST,Shere west,DURBI,31/04/09/001
475,PLATEAU,NORTHERN,JOS EAST,Shere west,GWISTI,31/04/09/002
476,PLATEAU,NORTHERN,JOS EAST,Shere west,GWASH,31/04/09/003
477,PLATEAU,NORTHERN,JOS EAST,Shere west,FEFOR,31/04/09/004
478,PLATEAU,NORTHERN,JOS EAST,Shere west,YELWA,31/04/09/005
479,PLATEAU,NORTHERN,JOS EAST,Shere west,SAKO,31/04/09/006
480,PLATEAU,NORTHERN,JOS EAST,Shere west,ZUBEN/DURBI,31/04/09/007
481,PLATEAU,NORTHERN,JOS EAST,Zandi,ZANDI,31/04/10/001
482,PLATEAU,NORTHERN,JOS EAST,Zandi,DAMSHUN,31/04/10/002
483,PLATEAU,NORTHERN,JOS EAST,Zandi,ZIGAM 1,31/04/10/003
484,PLATEAU,NORTHERN,JOS EAST,Zandi,ZIGAM 11,31/04/10/004
485,PLATEAU,NORTHERN,JOS EAST,Zandi,GORA SABON LAYI,31/04/10/005
486,PLATEAU,NORTHERN,JOS EAST,Zandi,RISE ZAZI,31/04/10/006
487,PLATEAU,NORTHERN,JOS EAST,Zandi,NAKWANG 1,31/04/10/007
488,PLATEAU,NORTHERN,JOS EAST,Zandi,NAKWANG 11,31/04/10/008
489,PLATEAU,NORTHERN,JOS EAST,Zandi,GANDI,31/04/10/009
490,PLATEAU,NORTHERN,JOS EAST,Zandi,DORONG,31/04/10/010
491,PLATEAU,NORTHERN,JOS EAST,Zandi,YELWA,31/04/10/011
492,PLATEAU,NORTHERN,JOS EAST,Zandi,NABAR,31/04/10/012
493,PLATEAU,NORTHERN,JOS EAST,Zandi,NAKWANG UNG SARKI,31/04/10/013
494,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,BAUCHI ROAD I,31/05/01/001
495,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,BAUCHI ROAD II,31/05/01/002
496,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,YAN DOKA TURAKI I,31/05/01/003
497,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,YAN DOKA TURAKI II,31/05/01/004
498,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,LAWAN NA ROGO,31/05/01/005
499,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,SCHOOL LANE I,31/05/01/006
500,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,SCHOOL LANE II,31/05/01/007
501,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,AUDUN KENKEN I,31/05/01/008
502,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MAMMAN BORNO I,31/05/01/009
503,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MAMMAN BORNO II,31/05/01/010
504,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,ABBA NA SHEHU I,31/05/01/011
505,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,ABBA NA SHEHU II,31/05/01/012
506,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,ABBA NA SHEHU III,31/05/01/013
507,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,KOFAR SARKIN KUBI,31/05/01/014
508,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,GARBA JIBIYA,31/05/01/015
509,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,IDI MAI BORKONO,31/05/01/016
510,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MASS JUMMAA STREET,31/05/01/017
511,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,AUDU LANE,31/05/01/018
512,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,TURAKI LANE,31/05/01/019
513,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MANGO STREET,31/05/01/020
514,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,YAN REKE,31/05/01/021
515,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,INUWA KANO,31/05/01/022
516,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,BAKANO LANE,31/05/01/023
517,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,SCHOOL LANE III,31/05/01/024
518,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MAMMAN BORNO III,31/05/01/025
519,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MASSALACI JUMMAâ€™A STR. I,31/05/01/026
520,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,AUDU KENKEN II,31/05/01/027
521,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,BAUCHI ROAD III,31/05/01/028
522,PLATEAU,NORTHERN,JOS NORTH,Abba na shehu,MASSALACI JUMMAA STR. II,31/05/01/029
523,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ABDULSALAMI ST. I,31/05/02/001
524,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,NEW MARKET,31/05/02/002
525,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,KOFAR MAI UNGWA I,31/05/02/003
526,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,KOFAR MAI UNGWA II,31/05/02/004
527,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ALH. UMAR LANE I,31/05/02/005
528,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ALH. UMAR LANE II,31/05/02/006
529,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,SARKI MANGU STREET,31/05/02/007
530,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,LAMBERT STREET,31/05/02/008
531,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,UNG. DALYOP JUNCTION I,31/05/02/009
532,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,IDI MAI BORKONO,31/05/02/010
533,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,EMENIKE STREET,31/05/02/011
534,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,UNG. DALYOP JUNCTION II,31/05/02/012
535,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,HARUNA HADEJA,31/05/02/013
536,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,LASISI MAKANJUOLA,31/05/02/014
537,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,AMINGO JUNCTION I,31/05/02/015
538,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,KOFAR MAI UNGWA III,31/05/02/016
539,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,MONEDO STREET,31/05/02/017
540,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ALI KAZAURE,31/05/02/018
541,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,LGED SCHOOL,31/05/02/019
542,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,MALLAM KURE ST.,31/05/02/020
543,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ASIBITIN KUTARE,31/05/02/021
544,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,MOSES ANYANSI ST.,31/05/02/022
545,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,NEW MARKET I,31/05/02/023
546,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,COMMUNITY CENTRE,31/05/02/024
547,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,HALIRU STREET,31/05/02/025
548,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ABDULSALAMI ST. II,31/05/02/026
549,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ISHAKU GWAMNA ST.,31/05/02/027
550,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,KOFAR YAHAI MAITAYA,31/05/02/028
551,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,FED. HOTEL JUNCTION,31/05/02/029
552,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,COMMUNITY CENTRE,31/05/02/030
553,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,RELEVANT TECH,31/05/02/031
554,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,NURUDEEN TOWNSHIP SCH.,31/05/02/032
555,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,MUDI NA GARBA,31/05/02/033
556,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,YAN KAJI,31/05/02/034
557,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,ALI KAZAURE ST.,31/05/02/035
558,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,OSUMENYI STREET,31/05/02/036
559,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,NEW MARKET II,31/05/02/037
560,PLATEAU,NORTHERN,JOS NORTH,Ali kazaure,AMINGO JUNCTION II,31/05/02/038
561,PLATEAU,NORTHERN,JOS NORTH,Garba daho,SARKI STREET,31/05/03/001
562,PLATEAU,NORTHERN,JOS NORTH,Garba daho,GALADIMA STREET,31/05/03/002
563,PLATEAU,NORTHERN,JOS NORTH,Garba daho,ALH. FADI STREET I,31/05/03/003
564,PLATEAU,NORTHERN,JOS NORTH,Garba daho,COLE STREET,31/05/03/004
565,PLATEAU,NORTHERN,JOS NORTH,Garba daho,PUMP STREET,31/05/03/005
566,PLATEAU,NORTHERN,JOS NORTH,Garba daho,BAUCHI ROAD,31/05/03/006
567,PLATEAU,NORTHERN,JOS NORTH,Garba daho,NDU STREET,31/05/03/007
568,PLATEAU,NORTHERN,JOS NORTH,Garba daho,KASUWA DARE I,31/05/03/008
569,PLATEAU,NORTHERN,JOS NORTH,Garba daho,KASUWA DARE II,31/05/03/009
570,PLATEAU,NORTHERN,JOS NORTH,Garba daho,AYENI STREET I,31/05/03/010
571,PLATEAU,NORTHERN,JOS NORTH,Garba daho,AYENI STREET II,31/05/03/011
572,PLATEAU,NORTHERN,JOS NORTH,Garba daho,BUTCHER LANE,31/05/03/012
573,PLATEAU,NORTHERN,JOS NORTH,Garba daho,SANI STREET,31/05/03/013
574,PLATEAU,NORTHERN,JOS NORTH,Garba daho,YAN TAYA,31/05/03/014
575,PLATEAU,NORTHERN,JOS NORTH,Garba daho,YAN TINKA,31/05/03/015
576,PLATEAU,NORTHERN,JOS NORTH,Garba daho,MEGA STREET,31/05/03/016
577,PLATEAU,NORTHERN,JOS NORTH,Garba daho,YAN DOYA,31/05/03/017
578,PLATEAU,NORTHERN,JOS NORTH,Garba daho,KASUWA DARE JUNCTION,31/05/03/018
579,PLATEAU,NORTHERN,JOS NORTH,Garba daho,SARKI STREET,31/05/03/019
580,PLATEAU,NORTHERN,JOS NORTH,Garba daho,YAN TAYA JUNCTION,31/05/03/020
581,PLATEAU,NORTHERN,JOS NORTH,Garba daho,GALADIMA ST. JUNCTION,31/05/03/021
582,PLATEAU,NORTHERN,JOS NORTH,Garba daho,DILIMI STREET (BEHIND CARDINAL ROAD),31/05/03/022
583,PLATEAU,NORTHERN,JOS NORTH,Garba daho,ALH. FADI STREET II,31/05/03/023
